Sequence_ID
NU.48.800.D1.SlideBlank.Sep2016_30
NU.18.DeMMO3.Steri.Dec2015_217
NU.48.800.D1.SlideBlank.Sep2016_456
NU.36.DeMMO6.D1.wool.Sep2016_741
NU.03.DeMMO6.Steri.2.092316_830
NU.48.800.D1.SlideBlank.Sep2016_865
NU.36.DeMMO6.D1.wool.Sep2016_1227
NU.48.800.D1.SlideBlank.Sep2016_1249
NU.20.DeMMO6.Steri.120815_1466
NU.03.DeMMO6.Steri.2.092316_1494
NU.03.DeMMO6.Steri.2.092316_1730
NU.03.DeMMO6.Steri.2.092316_1732
NU.45.DeMMO3.D1.sand.Sep2016_1959
NU.48.800.D1.SlideBlank.Sep2016_2084
NU.48.800.D1.SlideBlank.Sep2016_2099
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_2424
NU.03.DeMMO6.Steri.2.092316_2790
NU.36.DeMMO6.D1.wool.Sep2016_2805
NU.36.DeMMO6.D1.wool.Sep2016_2821
NU.37.DeMMO6.D1.sand.Sep2016_2879
NU.03.DeMMO6.Steri.2.092316_3031
NU.03.DeMMO6.Steri.2.092316_3044
NU.11.DeMMO6.Steri.2.120716_3466
NU.48.800.D1.SlideBlank.Sep2016_3619
NU.54.4800.D1.SlideBlank.Sep2016_3675
NU.20.DeMMO6.Steri.120815_3704
NU.36.DeMMO6.D1.wool.Sep2016_3791
NU.03.DeMMO6.Steri.2.092316_3938
NU.54.4800.D1.SlideBlank.Sep2016_3969
NU.54.4800.D1.SlideBlank.Sep2016_3994
NU.48.800.D1.SlideBlank.Sep2016_4038
NU.05.DeMMO3.Steri.2.092116_4150
NU.20.DeMMO6.Steri.120815_4172
NU.11.DeMMO6.Steri.2.120716_4224
NU.39.DeMMO6.5mmPyrex.Sep2016_4344
NU.48.800.D1.SlideBlank.Sep2016_4465
NU.54.4800.D1.SlideBlank.Sep2016_4810
NU.39.DeMMO6.5mmPyrex.Sep2016_4920
NU.37.DeMMO6.D1.sand.Sep2016_5313
NU.37.DeMMO6.D1.sand.Sep2016_5318
NU.24.DeMMO1.D1.wool.Sep2016_5465
NU.24.DeMMO1.D1.wool.Sep2016_5470
NU.54.4800.D1.SlideBlank.Sep2016_5511
NU.36.DeMMO6.D1.wool.Sep2016_5553
NU.03.DeMMO6.Steri.2.092316_5641
NU.03.DeMMO6.Steri.2.092316_5747
NU.20.DeMMO6.Steri.120815_5839
NU.44.DeMMO3.D1.wool.Sep2016_5915
NU.39.DeMMO6.5mmPyrex.Sep2016_6060
NU.18.DeMMO3.Steri.Dec2015_6479
NU.54.4800.D1.SlideBlank.Sep2016_6618
NU.20.DeMMO6.Steri.120815_6678
NU.48.800.D1.SlideBlank.Sep2016_6690
NU.54.4800.D1.SlideBlank.Sep2016_6840
NU.18.DeMMO3.Steri.Dec2015_6947
NU.45.DeMMO3.D1.sand.Sep2016_6986
NU.45.DeMMO3.D1.sand.Sep2016_7054
NU.18.DeMMO3.Steri.Dec2015_7094
NU.18.DeMMO3.Steri.Dec2015_7121
NU.20.DeMMO6.Steri.120815_7515
NU.39.DeMMO6.5mmPyrex.Sep2016_7672
NU.37.DeMMO6.D1.sand.Sep2016_7732
NU.37.DeMMO6.D1.sand.Sep2016_7736
NU.11.DeMMO6.Steri.2.120716_7770
NU.36.DeMMO6.D1.wool.Sep2016_7795
NU.03.DeMMO6.Steri.2.092316_8279
NU.03.DeMMO6.Steri.2.092316_8298
NU.18.DeMMO3.Steri.Dec2015_8305
NU.48.800.D1.SlideBlank.Sep2016_8570
NU.37.DeMMO6.D1.sand.Sep2016_8587
NU.37.DeMMO6.D1.sand.Sep2016_8605
NU.48.800.D1.SlideBlank.Sep2016_8652
NU.37.DeMMO6.D1.sand.Sep2016_8710
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_8729
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_8747
NU.44.DeMMO3.D1.wool.Sep2016_8753
NU.54.4800.D1.SlideBlank.Sep2016_8767
NU.54.4800.D1.SlideBlank.Sep2016_8787
NU.45.DeMMO3.D1.sand.Sep2016_9142
NU.20.DeMMO6.Steri.120815_9499
NU.45.DeMMO3.D1.sand.Sep2016_9530
NU.48.800.D1.SlideBlank.Sep2016_9536
NU.24.DeMMO1.D1.wool.Sep2016_9771
NU.37.DeMMO6.D1.sand.Sep2016_9777
NU.24.DeMMO1.D1.wool.Sep2016_10008
NU.18.DeMMO3.Steri.Dec2015_10009
NU.05.DeMMO3.Steri.2.092116_10117
NU.25.DeMMO1.D1.sand.Sep2016_10152
NU.20.DeMMO6.Steri.120815_10202
NU.37.DeMMO6.D1.sand.Sep2016_10235
NU.39.DeMMO6.5mmPyrex.Sep2016_10281
NU.39.DeMMO6.5mmPyrex.Sep2016_10300
NU.48.800.D1.SlideBlank.Sep2016_10500
NU.48.800.D1.SlideBlank.Sep2016_10515
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_10661
NU.54.4800.D1.SlideBlank.Sep2016_10693
NU.36.DeMMO6.D1.wool.Sep2016_10743
NU.25.DeMMO1.D1.sand.Sep2016_11028
NU.45.DeMMO3.D1.sand.Sep2016_11046
NU.37.DeMMO6.D1.sand.Sep2016_11156
NU.39.DeMMO6.5mmPyrex.Sep2016_11519
NU.39.DeMMO6.5mmPyrex.Sep2016_11536
NU.36.DeMMO6.D1.wool.Sep2016_11580
NU.48.800.D1.SlideBlank.Sep2016_11642
NU.20.DeMMO6.Steri.120815_11654
NU.18.DeMMO3.Steri.Dec2015_11668
NU.48.800.D1.SlideBlank.Sep2016_11868
NU.03.DeMMO6.Steri.2.092316_12127
NU.36.DeMMO6.D1.wool.Sep2016_12334
NU.37.DeMMO6.D1.sand.Sep2016_12478
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_12546
NU.36.DeMMO6.D1.wool.Sep2016_12554
NU.37.DeMMO6.D1.sand.Sep2016_12798
NU.39.DeMMO6.5mmPyrex.Sep2016_12846
NU.05.DeMMO3.Steri.2.092116_12914
NU.45.DeMMO3.D1.sand.Sep2016_13030
NU.03.DeMMO6.Steri.2.092316_13236
NU.39.DeMMO6.5mmPyrex.Sep2016_13294
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_13308
NU.44.DeMMO3.D1.wool.Sep2016_13312
NU.11.DeMMO6.Steri.2.120716_13361
NU.39.DeMMO6.5mmPyrex.Sep2016_13692
NU.48.800.D1.SlideBlank.Sep2016_13881
NU.05.DeMMO3.Steri.2.092116_14039
NU.54.4800.D1.SlideBlank.Sep2016_14120
NU.54.4800.D1.SlideBlank.Sep2016_14156
NU.48.800.D1.SlideBlank.Sep2016_14294
NU.48.800.D1.SlideBlank.Sep2016_14306
NU.36.DeMMO6.D1.wool.Sep2016_14321
NU.11.DeMMO6.Steri.2.120716_14725
NU.44.DeMMO3.D1.wool.Sep2016_14797
NU.36.DeMMO6.D1.wool.Sep2016_14849
NU.48.800.D1.SlideBlank.Sep2016_15073
NU.54.4800.D1.SlideBlank.Sep2016_15116
NU.39.DeMMO6.5mmPyrex.Sep2016_15275
NU.37.DeMMO6.D1.sand.Sep2016_15279
NU.54.4800.D1.SlideBlank.Sep2016_15283
NU.48.800.D1.SlideBlank.Sep2016_15411
NU.48.800.D1.SlideBlank.Sep2016_15509
NU.11.DeMMO6.Steri.2.120716_15515
NU.11.DeMMO6.Steri.2.120716_15525
NU.25.DeMMO1.D1.sand.Sep2016_16031
NU.48.800.D1.SlideBlank.Sep2016_16077
NU.18.DeMMO3.Steri.Dec2015_16167
NU.36.DeMMO6.D1.wool.Sep2016_16240
NU.36.DeMMO6.D1.wool.Sep2016_16248
NU.54.4800.D1.SlideBlank.Sep2016_16324
NU.11.DeMMO6.Steri.2.120716_16625
NU.18.DeMMO3.Steri.Dec2015_16800
NU.44.DeMMO3.D1.wool.Sep2016_17046
NU.48.800.D1.SlideBlank.Sep2016_17109
NU.37.DeMMO6.D1.sand.Sep2016_17251
NU.18.DeMMO3.Steri.Dec2015_17523
NU.18.DeMMO3.Steri.Dec2015_17533
NU.48.800.D1.SlideBlank.Sep2016_17586
NU.48.800.D1.SlideBlank.Sep2016_17614
NU.37.DeMMO6.D1.sand.Sep2016_17737
NU.18.DeMMO3.Steri.Dec2015_18084
NU.36.DeMMO6.D1.wool.Sep2016_18115
NU.03.DeMMO6.Steri.2.092316_18284
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_18645
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_18647
NU.36.DeMMO6.D1.wool.Sep2016_18851
NU.36.DeMMO6.D1.wool.Sep2016_18874
NU.18.DeMMO3.Steri.Dec2015_19138
NU.48.800.D1.SlideBlank.Sep2016_19170
NU.48.800.D1.SlideBlank.Sep2016_19274
NU.36.DeMMO6.D1.wool.Sep2016_19280
NU.39.DeMMO6.5mmPyrex.Sep2016_19358
NU.48.800.D1.SlideBlank.Sep2016_19445
NU.48.800.D1.SlideBlank.Sep2016_19618
NU.54.4800.D1.SlideBlank.Sep2016_19739
NU.39.DeMMO6.5mmPyrex.Sep2016_19781
NU.05.DeMMO3.Steri.2.092116_19892
NU.05.DeMMO3.Steri.2.092116_19910
NU.03.DeMMO6.Steri.2.092316_20187
NU.48.800.D1.SlideBlank.Sep2016_20294
NU.44.DeMMO3.D1.wool.Sep2016_20586
NU.36.DeMMO6.D1.wool.Sep2016_20638
NU.03.DeMMO6.Steri.2.092316_20743
NU.36.DeMMO6.D1.wool.Sep2016_21048
NU.18.DeMMO3.Steri.Dec2015_21058
NU.18.DeMMO3.Steri.Dec2015_21128
NU.48.800.D1.SlideBlank.Sep2016_21220
NU.37.DeMMO6.D1.sand.Sep2016_21354
NU.36.DeMMO6.D1.wool.Sep2016_21497
NU.36.DeMMO6.D1.wool.Sep2016_21528
NU.11.DeMMO6.Steri.2.120716_21610
NU.11.DeMMO6.Steri.2.120716_21612
NU.05.DeMMO3.Steri.2.092116_21624
NU.36.DeMMO6.D1.wool.Sep2016_21704
NU.48.800.D1.SlideBlank.Sep2016_21710
NU.03.DeMMO6.Steri.2.092316_21771
NU.03.DeMMO6.Steri.2.092316_21790
NU.45.DeMMO3.D1.sand.Sep2016_21791
NU.36.DeMMO6.D1.wool.Sep2016_21845
NU.36.DeMMO6.D1.wool.Sep2016_21853
NU.37.DeMMO6.D1.sand.Sep2016_21957
NU.45.DeMMO3.D1.sand.Sep2016_22096
NU.48.800.D1.SlideBlank.Sep2016_22110
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_22136
NU.05.DeMMO3.Steri.2.092116_22278
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_22543
NU.44.DeMMO3.D1.wool.Sep2016_22565
NU.48.800.D1.SlideBlank.Sep2016_22631
NU.20.DeMMO6.Steri.120815_22708
NU.48.800.D1.SlideBlank.Sep2016_22731
NU.48.800.D1.SlideBlank.Sep2016_22994
NU.48.800.D1.SlideBlank.Sep2016_23161
NU.36.DeMMO6.D1.wool.Sep2016_23278
NU.37.DeMMO6.D1.sand.Sep2016_23441
NU.48.800.D1.SlideBlank.Sep2016_23443
NU.54.4800.D1.SlideBlank.Sep2016_23470
NU.54.4800.D1.SlideBlank.Sep2016_23500
NU.39.DeMMO6.5mmPyrex.Sep2016_23573
NU.39.DeMMO6.5mmPyrex.Sep2016_23577
NU.48.800.D1.SlideBlank.Sep2016_23644
NU.36.DeMMO6.D1.wool.Sep2016_23900
NU.18.DeMMO3.Steri.Dec2015_24260
NU.18.DeMMO3.Steri.Dec2015_24433
NU.36.DeMMO6.D1.wool.Sep2016_24753
NU.18.DeMMO3.Steri.Dec2015_24989
NU.11.DeMMO6.Steri.2.120716_25113
NU.39.DeMMO6.5mmPyrex.Sep2016_25261
NU.37.DeMMO6.D1.sand.Sep2016_25433
NU.37.DeMMO6.D1.sand.Sep2016_25821
NU.48.800.D1.SlideBlank.Sep2016_26043
NU.48.800.D1.SlideBlank.Sep2016_26077
NU.24.DeMMO1.D1.wool.Sep2016_26081
NU.54.4800.D1.SlideBlank.Sep2016_26122
NU.48.800.D1.SlideBlank.Sep2016_26211
NU.45.DeMMO3.D1.sand.Sep2016_26297
NU.18.DeMMO3.Steri.Dec2015_26322
NU.37.DeMMO6.D1.sand.Sep2016_26539
NU.37.DeMMO6.D1.sand.Sep2016_26551
NU.54.4800.D1.SlideBlank.Sep2016_26662
NU.54.4800.D1.SlideBlank.Sep2016_26681
NU.54.4800.D1.SlideBlank.Sep2016_26707
NU.03.DeMMO6.Steri.2.092316_26742
NU.03.DeMMO6.Steri.2.092316_26746
NU.48.800.D1.SlideBlank.Sep2016_26921
NU.48.800.D1.SlideBlank.Sep2016_27069
NU.37.DeMMO6.D1.sand.Sep2016_27258
NU.03.DeMMO6.Steri.2.092316_27343
NU.05.DeMMO3.Steri.2.092116_27387
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_27389
NU.25.DeMMO1.D1.sand.Sep2016_27540
NU.39.DeMMO6.5mmPyrex.Sep2016_27582
NU.36.DeMMO6.D1.wool.Sep2016_27676
NU.18.DeMMO3.Steri.Dec2015_27773
NU.48.800.D1.SlideBlank.Sep2016_27971
NU.48.800.D1.SlideBlank.Sep2016_28152
NU.37.DeMMO6.D1.sand.Sep2016_28334
NU.48.800.D1.SlideBlank.Sep2016_28347
NU.36.DeMMO6.D1.wool.Sep2016_28403
NU.36.DeMMO6.D1.wool.Sep2016_28418
NU.44.DeMMO3.D1.wool.Sep2016_28491
NU.44.DeMMO3.D1.wool.Sep2016_28663
NU.48.800.D1.SlideBlank.Sep2016_28798
NU.39.DeMMO6.5mmPyrex.Sep2016_28872
NU.36.DeMMO6.D1.wool.Sep2016_28895
NU.54.4800.D1.SlideBlank.Sep2016_28970
NU.48.800.D1.SlideBlank.Sep2016_29200
NU.11.DeMMO6.Steri.2.120716_29207
NU.36.DeMMO6.D1.wool.Sep2016_29322
NU.48.800.D1.SlideBlank.Sep2016_29524
NU.44.DeMMO3.D1.wool.Sep2016_29859
NU.05.DeMMO3.Steri.2.092116_29877
NU.39.DeMMO6.5mmPyrex.Sep2016_30209
NU.03.DeMMO6.Steri.2.092316_30421
NU.48.800.D1.SlideBlank.Sep2016_30539
NU.48.800.D1.SlideBlank.Sep2016_30543
NU.18.DeMMO3.Steri.Dec2015_30551
NU.18.DeMMO3.Steri.Dec2015_30556
NU.36.DeMMO6.D1.wool.Sep2016_30697
NU.48.800.D1.SlideBlank.Sep2016_30929
NU.37.DeMMO6.D1.sand.Sep2016_31043
NU.44.DeMMO3.D1.wool.Sep2016_31151
NU.44.DeMMO3.D1.wool.Sep2016_31632
NU.54.4800.D1.SlideBlank.Sep2016_31823
NU.48.800.D1.SlideBlank.Sep2016_31838
NU.37.DeMMO6.D1.sand.Sep2016_31855
NU.48.800.D1.SlideBlank.Sep2016_31884
NU.03.DeMMO6.Steri.2.092316_31888
NU.18.DeMMO3.Steri.Dec2015_31930
NU.48.800.D1.SlideBlank.Sep2016_31937
NU.48.800.D1.SlideBlank.Sep2016_31951
NU.48.800.D1.SlideBlank.Sep2016_31964
NU.11.DeMMO6.Steri.2.120716_31986
NU.11.DeMMO6.Steri.2.120716_32222
NU.48.800.D1.SlideBlank.Sep2016_32449
NU.48.800.D1.SlideBlank.Sep2016_32747
NU.18.DeMMO3.Steri.Dec2015_32918
NU.48.800.D1.SlideBlank.Sep2016_33128
NU.37.DeMMO6.D1.sand.Sep2016_33142
NU.37.DeMMO6.D1.sand.Sep2016_33217
NU.44.DeMMO3.D1.wool.Sep2016_33299
NU.36.DeMMO6.D1.wool.Sep2016_33303
NU.18.DeMMO3.Steri.Dec2015_33726
NU.48.800.D1.SlideBlank.Sep2016_33830
NU.48.800.D1.SlideBlank.Sep2016_33847
NU.48.800.D1.SlideBlank.Sep2016_33861
NU.20.DeMMO6.Steri.120815_33955
NU.54.4800.D1.SlideBlank.Sep2016_33989
NU.48.800.D1.SlideBlank.Sep2016_34457
NU.44.DeMMO3.D1.wool.Sep2016_34583
NU.37.DeMMO6.D1.sand.Sep2016_34684
NU.54.4800.D1.SlideBlank.Sep2016_34767
NU.37.DeMMO6.D1.sand.Sep2016_34861
NU.54.4800.D1.SlideBlank.Sep2016_34954
NU.54.4800.D1.SlideBlank.Sep2016_35189
NU.05.DeMMO3.Steri.2.092116_35193
NU.48.800.D1.SlideBlank.Sep2016_35386
NU.48.800.D1.SlideBlank.Sep2016_35519
NU.03.DeMMO6.Steri.2.092316_35760
NU.03.DeMMO6.Steri.2.092316_35776
NU.20.DeMMO6.Steri.120815_35884
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_35946
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_35961
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_35982
NU.54.4800.D1.SlideBlank.Sep2016_36533
NU.48.800.D1.SlideBlank.Sep2016_36544
NU.48.800.D1.SlideBlank.Sep2016_36552
NU.03.DeMMO6.Steri.2.092316_36672
NU.54.4800.D1.SlideBlank.Sep2016_36830
NU.05.DeMMO3.Steri.2.092116_37002
NU.36.DeMMO6.D1.wool.Sep2016_37112
NU.24.DeMMO1.D1.wool.Sep2016_37275
NU.24.DeMMO1.D1.wool.Sep2016_37299
NU.05.DeMMO3.Steri.2.092116_37317
NU.48.800.D1.SlideBlank.Sep2016_37526
NU.48.800.D1.SlideBlank.Sep2016_37554
NU.05.DeMMO3.Steri.2.092116_37630
NU.05.DeMMO3.Steri.2.092116_37639
NU.37.DeMMO6.D1.sand.Sep2016_37641
NU.18.DeMMO3.Steri.Dec2015_37668
NU.03.DeMMO6.Steri.2.092316_37828
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_37958
NU.05.DeMMO3.Steri.2.092116_38376
NU.48.800.D1.SlideBlank.Sep2016_38445
NU.48.800.D1.SlideBlank.Sep2016_38850
NU.11.DeMMO6.Steri.2.120716_38947
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_39099
NU.44.DeMMO3.D1.wool.Sep2016_39106
NU.24.DeMMO1.D1.wool.Sep2016_39256
NU.37.DeMMO6.D1.sand.Sep2016_39275
NU.36.DeMMO6.D1.wool.Sep2016_39349
NU.36.DeMMO6.D1.wool.Sep2016_39355
NU.36.DeMMO6.D1.wool.Sep2016_39388
NU.48.800.D1.SlideBlank.Sep2016_39933
NU.48.800.D1.SlideBlank.Sep2016_39934
NU.48.800.D1.SlideBlank.Sep2016_39966
NU.48.800.D1.SlideBlank.Sep2016_40014
NU.48.800.D1.SlideBlank.Sep2016_40162
NU.48.800.D1.SlideBlank.Sep2016_40179
NU.48.800.D1.SlideBlank.Sep2016_40390
NU.38.DeMMO6.D1.3mmPyrex.Sep2016_40482
NU.39.DeMMO6.5mmPyrex.Sep2016_40520
NU.39.DeMMO6.5mmPyrex.Sep2016_40526
NU.36.DeMMO6.D1.wool.Sep2016_40627
