"","DeMMO.1.logK","DeMMO.2.logK","DeMMO.3.logK","DeMMO.4.logK","DeMMO.5.logK","DeMMO.6.logK","DeMMO1_logQ","DeMMO2_logQ","DeMMO3_logQ","DeMMO4_logQ","DeMMO5_logQ","DeMMO6_logQ","e.transfer","DeMMO1_DeltaG","DeMMO2_DeltaG","DeMMO3_DeltaG","DeMMO4_DeltaG","DeMMO5_DeltaG","DeMMO6_DeltaG","DeMMO1_DeltaG_norm","DeMMO2_DeltaG_norm","DeMMO3_DeltaG_norm","DeMMO4_DeltaG_norm","DeMMO5_DeltaG_norm","DeMMO6_DeltaG_norm"
"15","31.5323621033447","31.1907015899169","30.5850300237675","29.615347805519","28.2722282144793","29.7664713811161",24.1162,25.1482,23.5411,25.8115,25.4375,25.1013,8,-40249.4206542355,-33037.1744033365,-39024.9610034485,-21533.021482356,-16546.3262729346,-26319.522527516,-5.031177625,-4.12964675,-4.87812,-2.6916275,-2.06829075,-3.289940375
"16","39.6269225976176","39.3237787351073","38.7907143550996","37.9483774550062","36.8033846849888","38.0787755187868",56.2526,54.1382,53.6727,51.4095,53.8743,55.2461,8,90231.8307104301,80997.3504730989,82449.556921562,76201.4296464288,99643.0391940397,96852.9870626897,11.278978875,10.12466875,10.306195,9.52517875,12.455379875,12.106623375
"17","-292.80764928328","-290.560251436236","-286.583883151953","-280.235334244476","-271.471229484867","-281.223461936589",-121.4718,-110.0958,-119.0487,-121.3163,-122.8171,-118.1761,24,929883.755890832,986683.32427917,928182.700161697,899617.217433512,867695.081211686,919865.180711849,38.7451565,41.1118051666667,38.6742791666667,37.4840508333333,36.1539617083333,38.327715875
"18","-1.39879277553351","-1.40834776608418","-1.42673136227162","-1.45973323397685","-1.51210467713156","-1.45431465673344",-6.4146,-5.2904,-6.0648,-6.1983,-6.6131,-7.7407,8,-27222.0768754576,-21224.9901446038,-25695.9463123482,-26824.3276769148,-29774.5415231626,-35465.9340766099,-3.402759625,-2.65312375,-3.21199375,-3.35304125,-3.72181775,-4.43324175
"19","-118.98880605477","-117.909816579394","-115.99779401028","-112.938657516903","-108.705700740794","-113.415252378818",-81.2034,-79.5602,-77.2305,-59.7537,-64.8817,-87.5495,8,205071.124618977,209675.240027855,214779.552303277,301072.201439828,255800.965728808,145926.954619743,25.633890625,26.209405,26.84744375,37.634025,31.97512075,18.240869375
"20","-57.1910894998277","-56.9081267405694","-56.4228971185769","-55.6877462051655","-54.7503257981397","-55.7990345069237",-79.5878,-80.941,-74.1007,-80.1151,-84.5255,-75.2157,24,-121552.712795478,-131398.926995733,-97939.0149740869,-138279.647586877,-173797.877574638,-109543.106373941,-5.064696375,-5.47495529166667,-4.08079208333333,-5.76165208333333,-7.24157825,-4.56429608333333
"21","3.98740560132349","3.9895066801755","3.99103711211065","3.9879067620821","3.97274011871113","3.98883408877737",-16.5144,-15.39,-14.8519,-13.7005,-14.3907,-15.2261,8,-111268.576161094,-105956.801585614,-104394.121393791,-100131.462211485,-107187.514536911,-108404.997222914,-13.908572,-13.24460025,-13.049265,-12.5164325,-13.398439375,-13.550624625
"22",NA,NA,NA,NA,NA,NA,-72.7506,-51.969,-69.9553,-60.0913,-65.8817,-82.6231,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","-8.00995398075545","-7.98573852838152","-7.94549396616597","-7.88804843091148","-7.82243857135177","-7.89644224042385",-32.8537,-33.622,-32.001,-33.2074,-33.7151,-34.691,2,-134833.404424181,-140165.39816898,-133272.928850944,-143329.115446069,-151135.626295567,-151167.000942905,-67.416702,-70.082699,-66.636465,-71.66456,-75.567813,-75.5835005
"24","-113.801993287114","-113.053962126243","-111.736189254507","-109.647682868067","-106.796568462733","-109.971489921855",-75.378,-75.5783,-71.8079,-75.5705,-77.8761,-82.8895,8,208536.901901197,204896.923421782,221211.727804492,192905.906932347,168808.954843099,152788.60852218,26.06711275,25.612115375,27.65146625,24.11323875,21.101119375,19.098576125
"25","28.0831158941905","27.7918089029176","27.2753829981241","26.4485987811792","25.3036011340195","26.5774473037994",26.3299,26.1771,25.1929,21.3913,22.5798,28.1627,2,-9515.15393536769,-8828.36666941491,-11537.4254880332,-28628.622612036,-15898.84421225,8943.52868114254,-4.757577,-4.4141835,-5.768715,-14.31431,-7.949422,4.4717645
"26","30.0433048742973","29.7709500103129","29.2893211200213","28.5213541956085","27.4639876706385","28.6407884847272",34.364,33.4246,32.7258,27.7908,29.689,35.6989,2,23449.5245936818,19976.2085490326,19038.8680506247,-4135.55956819276,12987.4108476675,39819.7857810531,11.7247625,9.9881045,9.519435,-2.06778,6.4937055,19.909893
"27","-12.601836215757","-12.6576623427441","-12.7585943114417","-12.9245480717208","-13.1611751300178","-12.8983771085861",30.5346,32.1462,28.1607,14.4862,17.957,36.1181,6,234112.542657282,244963.611864051,226702.119328912,155168.202634038,181636.982370873,276536.523117027,39.0187571666667,40.8272686666667,37.7836866666667,25.8613666666667,30.2728303333333,46.0894205
"28","79.4013086978837","78.5681862556691","77.0897706064571","74.7193140852208","71.430071644467","75.0890031773482",74.7888,74.2698,71.1657,53.5554,58.2686,79.8088,8,-25033.2719626925,-23501.2824189257,-32820.6872610315,-119805.796642702,-76823.5920992271,26627.7031754755,-3.129159,-2.93766025,-4.10258625,-14.975725,-9.602949,3.328462875
"29","46.302303730106","45.7553688311727","44.7816521969023","43.2123489381069","41.019050791664","43.4577297488303",41.2556,39.6849,39.6477,25.0365,27.7799,47.1082,6,-27389.7601643207,-33190.0843551501,-28443.2530706091,-102890.800487985,-77277.0057660328,20594.8776931539,-4.56496,-5.53168066666667,-4.74054166666667,-17.1484666666667,-12.879501,3.43247966666667
"30","84.7875070747408","83.9660407019288","82.5075390808395","80.1669540812798","76.9149164403098","80.532151922859",65.689,65.1702,63.3786,47.0532,51.491,73.3234,8,-103652.51384843,-102765.627461836,-105978.636804775,-187452.078644972,-148399.558874276,-40669.6545805291,-12.95656425,-12.845703375,-13.24733,-23.43151,-18.549944875,-5.083706875
"31",NA,NA,NA,NA,NA,NA,2.1132,6.8978,1.8188,-0.0843999999999987,-0.25,1.2316,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","146.491497000522","145.311532723102","143.212399521786","139.832120120061","135.110171357096","140.360515095951",-117.7111,-120.9791,-116.8628,-116.4673,-116.1526,-112.5768,16,-1433895.49964388,-1455935.08654235,-1440875.26211302,-1450873.22141367,-1466622.36396442,-1426997.81398484,-89.61846875,-90.9959429375,-90.05470375,-90.67957625,-91.66389775,-89.187363375
"33","-23.1442579146229","-22.9942181306991","-22.7336218369679","-22.3300800717915","-21.7975233618847","-22.3918967119497",-3.9759,-5.4803,-2.055,-3.4053,-3.7834,5.1688,16,104031.612336069,95756.7588786717,114564.22878561,107130.389192621,105148.550448032,155489.33120023,6.50197575,5.9847974375,7.160264375,6.695649375,6.571784375,9.7180831875
