"","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left mean abund","Left stdev","Right mean abund","Right stdev"
"357","fluid_inert.control",4.1828883450945e-05,"Firestonebacteria.Other.Other.Other",0.0429608388644713,0.16192432883817,"NA","6.52173913043478e-05","0.000164063999851981","0","0"
"358","fluid_inert.control",4.18288834510561e-05,"Firmicutes.Clostridia.Clostridiales.Family XVIII",0.0429904352213398,0.16192432883817,"NA","6.52173913043478e-05","0.00016681153124566","0","0"
"359","fluid_inert.control",4.1828883450945e-05,"Patescibacteria.Gracilibacteria.Candidatus Peregrinibacteria.Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_41_88",0.415056364412227,0.630271794355418,"NA","5.21739130434783e-05","0.000137740088630036","1.76470588235294e-05","7.27606875108999e-05"
"360","fluid_inert.control",4.18288834510561e-05,"Bacteroidetes.Bacteroidia.Cytophagales.Cyclobacteriaceae",0.218200767643049,0.448769165551933,"NA","6.52173913043478e-05","0.000272377905345052","0","0"
"361","fluid_inert.control",4.15008137769624e-05,"Planctomycetes.Phycisphaerae.Amsterdam-1B-07.Other",1,1,"NA","3.91304347826087e-05","9.8807114368361e-05","3.52941176470588e-05","8.61769724940212e-05"
"362","fluid_inert.control",4.11727441029797e-05,"Deltaproteobacteria.Myxococcales.Sandaracinaceae",0.934119079403523,0.95523621390959,"NA","4.34782608695652e-05","0.000107981845934321","2.94117647058824e-05","7.7174363314129e-05"
"363","fluid_inert.control",4.06806395910619e-05,"Omnitrophicaeota.uncultured organism.uncultured organism.uncultured organism",0.478093939178141,0.666923466755434,"NA","4.34782608695652e-05","0.000150230389603683","2.35294117647059e-05","9.70142500145332e-05"
"364","fluid_inert.control",4.01885350799214e-05,"Firmicutes.Clostridia.Clostridiales.Eubacteriaceae",0.943032610218779,0.963074612017267,"NA","2.60869565217391e-05","8.64312196560091e-05","4.11764705882353e-05","0.000146025783380075"
"365","fluid_inert.control",3.90402912210375e-05,"Patescibacteria.Microgenomatia.Candidatus Woykebacteria.Candidatus Woykebacteria bacterium RBG_13_40_7b",0.126653779532179,0.336050231101504,"NA","6.08695652173913e-05","0.000177710516481114","0","0"
"366","fluid_inert.control",3.90402912210375e-05,"Acidobacteria.Subgroup 22.Other.Other",0.0739577659790653,0.241008935288835,"NA","6.08695652173913e-05","0.000152968001510662","0","0"
"367","fluid_inert.control",3.90402912209264e-05,"Alphaproteobacteria.Rickettsiales.Rickettsiaceae",0.126653779532179,0.336050231101504,"NA","6.08695652173913e-05","0.000172519117345883","0","0"
"368","fluid_inert.control",3.80560821989784e-05,"Firmicutes.Clostridia.DTU014.Other",0.0862960332598845,0.262577090514427,"NA","5.65217391304348e-05","0.000112112309584962","5.88235294117647e-06","2.42535625036333e-05"
"369","fluid_inert.control",3.78920473610433e-05,"Gammaproteobacteria.Xanthomonadales.Rhodanobacteraceae",0.74440940337761,0.834471676532855,"NA","4.78260869565217e-05","0.000112288448436043","2.35294117647059e-05","4.37237316097603e-05"
"370","fluid_inert.control",3.62516989910189e-05,"Patescibacteria.ABY1.Candidatus Komeilibacteria.Other",0.0739577659790653,0.241008935288835,"NA","5.65217391304348e-05","0.000164665189113938","0","0"
"371","fluid_inert.control",3.62516989910189e-05,"Crenarchaeota.Bathyarchaeia.uncultured archaeon.uncultured archaeon",0.024628419222607,0.107317166624186,"NA","5.65217391304348e-05","0.000134252431691272","0","0"
"372","fluid_inert.control",3.62516989910189e-05,"Nanoarchaeaeota.Woesearchaeia.Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9.Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9",0.0429608388644713,0.16192432883817,"NA","5.65217391304348e-05","0.000123678788350093","0","0"
"373","fluid_inert.control",3.62516989899087e-05,"FCPU426.uncultured bacterium.uncultured bacterium.uncultured bacterium",0.0740077613631544,0.241008935288835,"NA","5.65217391304348e-05","0.000150230389603683","0","0"
"374","fluid_inert.control",3.62516989910189e-05,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_60_25",0.294815737277459,0.541646628460144,"NA","4.34782608695652e-05","0.000107981845934321","1.76470588235294e-05","7.27606875108999e-05"
"375","fluid_inert.control",3.62516989910189e-05,"Alphaproteobacteria.Rhizobiales.Rhizobiales Incertae Sedis",0.0739577659790653,0.241008935288835,"NA","5.65217391304348e-05","0.000175359596664376","0","0"
"376","fluid_inert.control",3.62516989910189e-05,"Verrucomicrobia.Verrucomicrobiae.Methylacidiphilales.Methylacidiphilaceae",0.0246808316581756,0.107317166624186,"NA","5.65217391304348e-05","0.000112112309584962","0","0"
"377","fluid_inert.control",3.59236293170362e-05,"Patescibacteria.Berkelbacteria.Other.Other",0.243346550648645,0.473148240012984,"NA","5.21739130434783e-05","0.000120111937251698","5.88235294117647e-06","2.42535625036333e-05"
"378","fluid_inert.control",3.55955596419433e-05,"Actinobacteria.Actinobacteria.Corynebacteriales.Nocardiaceae",0.566536529568751,0.733901399694846,"NA","4.78260869565217e-05","0.000150361882311222","1.17647058823529e-05","3.32105582077536e-05"
"379","fluid_inert.control",3.51034551310248e-05,"Chloroflexi.KD4-96.Other.Other",0.787462358077381,0.84924917729882,"NA","8.69565217391304e-06","2.8810406552003e-05","4.70588235294118e-05","0.000194028500029066"
"380","fluid_inert.control",3.36271415979361e-05,"Bacteroidetes.Bacteroidia.Chitinophagales.Saprospiraceae",0.328902931828804,0.573744895522806,"NA","2.60869565217391e-05","6.19192384874173e-05","2.94117647058824e-05","0.000121267812518166"
"381","fluid_inert.control",3.34631067610003e-05,"Acidobacteria.Blastocatellia (Subgroup 4).11-24.Other",0.0739577659790653,0.241008935288835,"NA","5.21739130434783e-05","0.000170212608275093","0","0"
"382","fluid_inert.control",3.34631067610003e-05,"Patescibacteria.Parcubacteria.Candidatus Kaiserbacteria.Other",0.0740077613631544,0.241008935288835,"NA","5.21739130434783e-05","0.00013439955768796","0","0"
"383","fluid_inert.control",3.34631067610003e-05,"Patescibacteria.Parcubacteria.uncultured organism.uncultured organism",0.126653779532179,0.336050231101504,"NA","5.21739130434783e-05","0.000141001499725716","0","0"
"384","fluid_inert.control",3.34631067600011e-05,"WS4.Other.Other.Other",0.389939573303625,0.610726577284184,"NA","5.21739130434783e-05","0.00025021729686849","0","0"
"385","fluid_inert.control",3.31350370870176e-05,"Kiritimatiellaeota.Kiritimatiellae.WCHB1-41.uncultured bacterium",0.597024459677062,0.75302545050167,"NA","3.91304347826087e-05","0.000103305066472527","1.76470588235294e-05","5.28594139870924e-05"
"386","fluid_inert.control",3.28069674130349e-05,"Euryarchaeota.Thermoplasmata.uncultured.Other",0.566867006285473,0.734090931466503,"NA","3.91304347826087e-05","9.40943937793929e-05","1.76470588235294e-05","5.28594139870924e-05"
"387","fluid_inert.control",3.28069674120357e-05,"Firmicutes.Other.Other.Other",0.272799773610022,0.511708187110375,"NA","4.34782608695652e-05","0.000103686971902416","1.17647058823529e-05","4.85071250072666e-05"
"388","fluid_inert.control",3.21508280639593e-05,"Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae",0.0542010828997234,0.19481110589567,"NA","4.78260869565217e-05","9.4722394478868e-05","5.88235294117647e-06","2.42535625036333e-05"
"389","fluid_inert.control",3.21508280649585e-05,"Chloroflexi.Dehalococcoidia.MSBL5.uncultured bacterium",0.365524975794979,0.610726577284184,"NA","1.30434782608696e-05","4.5769658728016e-05","4.11764705882353e-05","0.000100366973710303"
"390","fluid_inert.control",3.06745145300935e-05,"Chloroflexi.Dehalococcoidia.H3.93.Other",0.024628419222607,0.107317166624186,"NA","4.78260869565217e-05","9.9405346560943e-05","0","0"
"391","fluid_inert.control",3.06745145309817e-05,"Cyanobacteria.Sericytochromatia.Other.Other",0.218200767643049,0.448769165551933,"NA","4.78260869565217e-05","0.000164785163766731","0","0"
"392","fluid_inert.control",3.06745145309817e-05,"Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae",0.073807789882741,0.241008935288835,"NA","4.78260869565217e-05","0.000167520867675401","0","0"
"393","fluid_inert.control",3.06745145299825e-05,"Patescibacteria.Parcubacteria.Paceibacterales.Paceibacteraceae",0.126653779532179,0.336050231101504,"NA","4.78260869565217e-05","0.00013439955768796","0","0"
"394","fluid_inert.control",3.01824100199521e-05,"Actinobacteria.Actinobacteria.Micrococcales.Intrasporangiaceae",0.418149291584293,0.634224914861109,"NA","2.17391304347826e-05","8.5048230910629e-05","2.94117647058824e-05","6.85994340570035e-05"
"395","fluid_inert.control",3.00183751820171e-05,"Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae",0.65138513754315,0.793769843548455,"NA","2.60869565217391e-05","6.88700443150182e-05","2.94117647058824e-05","5.87867532097255e-05"
"396","fluid_inert.control",2.85420616490395e-05,"Chloroflexi.TK10.Other.Other",0.31724331961816,0.563265867259682,"NA","3.04347826086957e-05","7.64840007553312e-05","1.76470588235294e-05","7.27606875108999e-05"
"397","fluid_inert.control",2.78859223009631e-05,"Bacteroidetes.Bacteroidia.Bacteroidales.Muribaculaceae",0.126653779532179,0.336050231101504,"NA","4.34782608695652e-05","0.000130822874551543","0","0"
"398","fluid_inert.control",2.78859223000749e-05,"Fibrobacteres.Fibrobacteria.Fibrobacterales.Candidatus Raymondbacteria",0.0740077613631544,0.241008935288835,"NA","4.34782608695652e-05","0.000107981845934321","0","0"
"399","fluid_inert.control",2.78859223009631e-05,"Planctomycetes.Phycisphaerae.MSBL9.Other",0.0739577659790653,0.241008935288835,"NA","4.34782608695652e-05","0.000119947287500202","0","0"
"400","fluid_inert.control",2.78859223009631e-05,"Thaumarchaeota.Nitrososphaeria.Nitrosopumilales.Nitrosopumilaceae",0.415056364412227,0.630271794355418,"NA","3.91304347826087e-05","0.000103305066472527","5.88235294117647e-06","2.42535625036333e-05"
"401","fluid_inert.control",2.78859223000749e-05,"Firmicutes.Bacilli.Bacillales.Paenibacillaceae",0.218200767643049,0.448769165551933,"NA","4.34782608695652e-05","0.000187873475210704","0","0"
"402","fluid_inert.control",2.78859223009631e-05,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_12_FULL_41_16",0.126653779532179,0.336050231101504,"NA","4.34782608695652e-05","0.000137596534564322","0","0"
"403","fluid_inert.control",2.78859223009631e-05,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Candidatus Woesebacteria bacterium RBG_19FT_COMBO_42_9",0.0739577659790653,0.241008935288835,"NA","4.34782608695652e-05","0.000130822874551543","0","0"
"404","fluid_inert.control",2.75578526259812e-05,"Desantisbacteria.Ambiguous_taxa.Ambiguous_taxa.Ambiguous_taxa",0.253032021547479,0.486429340342258,"NA","3.91304347826087e-05","9.40943937793929e-05","5.88235294117647e-06","2.42535625036333e-05"
"405","fluid_inert.control",2.72297829529977e-05,"Patescibacteria.Gracilibacteria.uncultured Microgenomates group bacterium.uncultured Microgenomates group bacterium",0.537318233650329,0.707883297032093,"NA","3.47826086956522e-05","8.31684798913076e-05","1.17647058823529e-05","3.32105582077536e-05"
"406","fluid_inert.control",2.69017132780158e-05,"Armatimonadetes.Other.Other.Other",0.431831607763003,0.646985162624954,"NA","3.04347826086957e-05","6.34950435338042e-05","1.76470588235294e-05","5.28594139870924e-05"
"407","fluid_inert.control",2.673767844108e-05,"Acidobacteria.uncultured Acidobacterium sp..uncultured Acidobacterium sp..uncultured Acidobacterium sp.",0.251778450091693,0.484357578216934,"NA","1.73913043478261e-05","5.76208131040061e-05","2.94117647058824e-05","5.87867532097255e-05"
"408","fluid_inert.control",2.64096087669863e-05,"Verrucomicrobia.Verrucomicrobiae.Chthoniobacterales.Chthoniobacteraceae",0.244764593805011,0.473148240012984,"NA","0","0","4.11764705882353e-05","0.000169774937525433"
"409","fluid_inert.control",2.60815390930036e-05,"Planctomycetes.Phycisphaerae.Pla1 lineage.uncultured bacterium",0.328902931828804,0.573744895522806,"NA","2.60869565217391e-05","6.19192384874173e-05","1.76470588235294e-05","7.27606875108999e-05"
"410","fluid_inert.control",2.50973300709445e-05,"Chloroflexi.Dehalococcoidia.SAR202 clade.uncultured bacterium",0.218200767643049,0.448769165551933,"NA","3.91304347826087e-05","0.0001499670583064","0","0"
